ticker,exchange,industry,market_cap,roe,stock_rating,business_operation,business_model,financial_health,alpha,beta,uptrend,active_buy_pct,strong_buy_pct,high_vol_match,forecast_vol_ratio,pe,pb,ev_ebitda,dividend_yield,price_vs_sma5,price_vs_sma20,revenue_growth_1y,revenue_growth_5y,eps_growth_1y,eps_growth_5y,gross_margin,net_margin,doe,avg_trading_value_5d,avg_trading_value_10d,avg_trading_value_20d,relative_strength_3d,rel_strength_1m,rel_strength_3m,rel_strength_1y,total_trading_value,foreign_transaction,price_near_realtime,rsi14,foreign_vol_pct,tc_rs,tcbs_recommend,tcbs_buy_sell_signal,foreign_buysell_20s,num_increase_continuous_day,num_decrease_continuous_day,eps,macd_histogram,vol_vs_sma5,vol_vs_sma10,vol_vs_sma20,vol_vs_sma50,price_vs_sma10,price_vs_sma50,price_break_out52_week,price_wash_out52_week,sar_vs_macd_hist,bolling_band_signal,dmi_signal,rsi14_status,price_growth_1w,price_growth_1m,breakout,prev_1d_growth_pct,prev_1m_growth_pct,prev_1y_growth_pct,prev_5y_growth_pct,has_financial_report,free_transfer_rate,net_cash_per_market_cap,net_cash_per_total_assets,profit_last_4q,last_quarter_revenue_growth,second_quarter_revenue_growth,last_quarter_profit_growth,second_quarter_profit_growth,pct_1y_from_peak,pct_away_from_hist_peak,pct_1y_from_bottom,pct_off_hist_bottom,price_vs_sma100,heating_up,price_growth1_day,vsma5,vsma10,vsma20,vsma50,corporate_percentage,ev,quarter_revenue_growth,quarter_income_growth,peg_trailing,quarterly_income,quarterly_revenue,ps,roa,npl,nim,price_vs_sma200,eps_ttm_growth1_year,eps_ttm_growth5_year,equity_mi,eps_recently,percent_price_vs_ma200,percent_price_vs_ma20,percent_price_vs_ma50,percent_price_vs_ma100
SHB,HSX,Ngân hàng,74877.0,19.5,2.6,4.0,2.9,1.4,0.2,1.1,,55.0,68.2,23.5,0.7,6.3,1.1,,6.3,,Giá nằm dưới SMA(20),10.52,20.21,27.27,17.48,,40.69,,1840.78,1975.79,1719.9,5.0,42.0,90.0,91.0,1370.58,Mua < Bán,16.3,36.6,3.75,57.0,Mua,Bán,-42421.0,,1.0,2577.0,MACD Histogram < 0 và giảm dần,0.9,0.8,0.9,0.8,,Giá nằm dưới SMA(50),,,,,,Trung tính,-10.19,-4.12,,-2.4,-4.12,104.02,157.15,Có,70.0,,,11837.5,66.3,135.8,49.8,59.6,-16.2,-14.4,111.1,1405.0,Giá nằm trên SMA(100),,-2.4,92630.6,104767.3,98292.9,101452.7,11.8,,-38.0,-28.5,0.1,2607.0,6407.0,,1.5,3.1,3.9,,51.5,332.75,65761.0,2577.0,30.6,-5.8,-7.7,6.3
SHC,UPCOM,Hàng & Dịch vụ Công nghiệp,44.0,18.8,,1.4,,5.0,0.0,0.2,,,71.4,,,,,1.7,4.9,,,1.53,-6.35,7.41,-3.91,5.61,0.52,0.2,0.0,0.0,0.0,,,,,,,,,1.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,Không,25.0,,,,,,,,,,,,,,,,,,,10.2,0.0,,,,,,,7.3,,,,,,,657.0,,,,
SHE,HNX,Hàng cá nhân & Gia dụng,108.0,8.7,,1.6,,3.8,0.0,0.5,,,42.6,,,8.1,0.7,10.7,0.0,,,6.31,-4.48,-31.53,-23.93,10.76,6.11,0.4,0.01,0.01,0.01,,,,,,,,,0.92,,,,0.0,0.0,0.0,891.0,,,,,,,,,,,,,,,,,,,,,Có,40.0,-65.3,-21.8,13.3,51.8,251.1,88.6,-2.3,,,,,,,,,,,,60.2,0.0,-44.3,46.9,-0.3,4.0,73.0,0.3,4.8,,,,-23.72,-46.41,160.0,891.0,,,,
SHG,UPCOM,Xây dựng và Vật liệu,62.0,8.3,,1.1,,2.8,0.1,0.0,,,30.7,1303.5,5.0,-1.0,-0.1,-60.5,0.0,,Giá nằm trên SMA(20),33.47,-28.26,,,30.71,,-0.4,0.0,0.0,0.0,69.0,60.0,39.0,6.0,0.01,,2.3,47.6,0.0,44.0,,Trung tính,0.0,0.0,0.0,,MACD Histogram > 0 và giảm dần,5.2,10.0,10.5,3.5,,Giá nằm dưới SMA(50),,,,,,Trung tính,0.0,0.0,Tín hiệu bán,0.0,0.0,0.48,15.0,Không,20.0,-460.6,-22.0,-55.3,,,,,-25.8,-78.7,27.8,35.3,Giá nằm dưới SMA(100),,0.0,1.1,0.6,0.6,1.6,0.0,0.0,,,,,,,-4.0,,,,,,,-2048.0,-3.3,0.0,-1.2,-5.8
SHI,HSX,Tài nguyên Cơ bản,2405.0,5.7,1.9,1.6,3.3,2.0,0.0,0.1,,100.0,57.6,0.1,0.6,23.7,1.3,15.4,0.0,,Giá nằm dưới SMA(20),17.2,18.55,368.37,-7.14,8.46,0.41,2.5,4.55,5.05,4.51,32.0,41.0,28.0,35.0,2.83,,14.15,45.0,0.25,34.0,,Bán,-31.0,1.0,,597.0,MACD Histogram < 0 và tăng dần,0.7,0.6,0.7,0.5,,Giá nằm dưới SMA(50),,,,,,Trung tính,-0.7,-4.39,,0.35,-4.39,1.41,154.66,Không,65.0,-216.6,-57.1,101.5,0.1,1.8,543.6,1340.8,-14.5,-31.1,6.1,1205.5,Giá nằm dưới SMA(100),,0.35,281.7,334.9,303.1,373.3,14.4,8.0,,,,,,,1.2,,,,,,,597.0,-1.1,-1.0,-1.2,-1.6
SHN,HNX,Tài nguyên Cơ bản,583.0,0.8,1.9,1.3,3.0,2.0,-0.2,0.2,,15.2,19.3,4.0,1.1,45.1,0.4,179.5,0.0,,Giá nằm dưới SMA(20),-33.24,-1.24,164.78,-34.09,1.36,0.75,2.0,0.09,0.11,0.18,55.0,59.0,15.0,12.0,0.09,Mua < Bán,4.5,28.4,0.02,35.0,,Bán mạnh,-2.0,0.0,0.0,100.0,MACD Histogram < 0 và tăng dần,1.3,1.0,0.7,0.3,,Giá nằm dưới SMA(50),,,,,,Trung tính,-10.0,-16.67,,0.0,-16.67,-28.57,-46.43,Không,90.0,-560.5,-61.1,12.9,-13.5,47.5,22.3,150.1,-41.6,-87.6,4.7,726.9,Giá nằm dưới SMA(100),,0.0,15.7,20.6,31.5,60.6,1.8,4.0,,,,,,,0.2,,,,,,,100.0,-25.0,-10.9,-17.8,-22.2
SHP,HSX,"Điện, nước & xăng dầu khí đốt",3542.0,27.2,2.9,3.3,3.0,5.0,0.0,0.2,,85.9,19.0,38.7,2.6,10.5,2.8,6.8,7.7,,Giá nằm dưới SMA(20),-5.04,-0.48,7.5,4.83,68.96,57.92,0.0,0.25,0.22,0.25,49.0,55.0,52.0,47.0,0.45,,35.0,44.1,0.12,51.0,Chờ mua,Bán,0.0,0.0,0.0,3348.0,MACD Histogram < 0 và giảm dần,2.9,2.6,2.0,1.6,,Giá nằm dưới SMA(50),,,,,,Trung tính,-0.71,-1.54,,0.0,-1.54,8.66,142.79,Có,25.0,5.8,14.0,338.9,1.7,39.4,-1.4,75.8,-4.8,-1.9,16.8,3730.4,Giá nằm dưới SMA(100),,0.0,4.5,4.9,6.5,7.9,75.4,3.0,70.5,132.7,0.3,137.0,236.0,5.2,22.4,,,,37.6,318.3,1280.0,3348.0,1.1,-0.6,-0.9,-0.6
SHS,HNX,Dịch vụ tài chính,20778.0,11.8,2.7,3.7,3.2,3.4,0.2,1.7,,51.1,60.1,0.0,1.1,15.3,1.7,14.6,9.2,,Giá nằm dưới SMA(20),36.38,13.28,81.59,7.6,85.28,58.56,0.6,808.31,824.84,691.46,3.0,33.0,92.0,90.0,800.95,Mua < Bán,23.1,35.2,8.62,54.0,Chờ bán,Bán,-40346.0,,2.0,1511.0,MACD Histogram < 0 và giảm dần,1.3,1.2,1.3,1.2,,Giá nằm dưới SMA(50),,,,,,Trung tính,-15.38,-5.71,,-3.75,-5.71,92.4,449.16,Có,95.0,-29.4,-30.1,1359.5,195.5,26.1,592.6,8.1,-23.0,-20.9,170.5,3939.4,Giá nằm trên SMA(100),,-3.75,25764.7,28345.5,25490.3,28668.1,10.9,27.0,17.6,24.8,0.4,478.0,816.0,7.9,8.2,,,,41.91,207.96,12037.0,1511.0,39.4,-10.4,-11.1,8.8
SID,UPCOM,Bất động sản,1900.0,2.7,2.6,2.0,3.0,3.4,0.4,0.2,,,3.2,,,29.5,0.8,-83.7,2.5,,,13.44,-1.89,2403.71,0.22,59.98,93.57,0.0,0.01,0.02,0.04,49.0,71.0,57.0,85.0,,,,,0.09,66.0,,,0.0,0.0,0.0,645.0,,,,,,,,,,,,,,,,,,,,,Không,5.9,18.7,13.6,64.5,10.4,0.2,13.1,-20.6,,,,,,,,,,,,96.1,2.0,,,,,,,2.5,,,,,,,645.0,,,,
SIG,UPCOM,Xây dựng và Vật liệu,,,,2.0,,2.0,0.0,0.1,,,,,,,,,,,,,,,96.73,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,Không,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SII,UPCOM,"Điện, nước & xăng dầu khí đốt",1148.0,48.7,2.8,3.0,3.5,4.0,0.1,0.0,,,,,,2.2,0.9,46.4,0.0,,,9.43,8.06,,60.29,3.33,,0.5,0.0,0.0,0.0,49.0,69.0,93.0,9.0,,,,,48.9,55.0,,,0.0,0.0,0.0,8120.0,,,,,,,,,,,,,,,,,,,,,Có,2.1,-58.0,-23.0,523.9,7.4,6.8,,,,,,,,,,,,,,99.5,2.0,-4.1,,0.0,-6.0,72.0,4.1,20.6,,,,,,1338.0,8120.0,,,,
SIP,HSX,Bất động sản,12905.0,29.3,2.8,3.1,4.3,4.4,-0.3,1.1,,84.8,12.1,2.0,0.4,10.2,2.7,11.9,2.4,,Giá nằm dưới SMA(20),16.84,12.44,26.25,-5.47,13.66,13.36,0.9,21.96,17.29,16.85,83.0,25.0,7.0,16.0,8.47,Mua < Bán,53.3,41.8,3.29,33.0,,Trung tính,-783.0,,1.0,5210.0,MACD Histogram > 0 và tăng dần,0.4,0.5,0.5,0.4,,Giá nằm dưới SMA(50),,,Tín hiệu mua,,,Trung tính,-1.3,-7.47,,-0.19,-7.47,-10.62,105.79,Không,45.0,-33.8,-15.6,1261.3,10.1,6.3,-4.8,42.9,-34.7,-32.9,10.8,1150.5,Giá nằm dưới SMA(100),,-0.19,387.4,309.2,309.6,366.2,30.6,18.0,,,,,,,4.9,,,,,,,5210.0,-15.8,-1.7,-7.5,-10.6
SIV,UPCOM,Xây dựng và Vật liệu,,,,1.7,,3.0,0.1,-0.2,,100.0,71.4,139.2,0.5,,,,,,Giá nằm dưới SMA(20),,,16.37,-4.1,,,,0.01,0.01,0.01,,,,,0.0,,35.6,34.6,6.16,,,Bán mạnh,0.0,1.0,,,MACD Histogram < 0 và tăng dần,0.6,0.3,0.6,0.4,,Giá nằm dưới SMA(50),,,,,,Trung tính,-4.04,-4.56,,0.56,-4.56,12.31,34.13,Không,45.0,,,,,,,,-13.2,-43.6,30.4,97.9,Giá nằm dưới SMA(100),,0.56,0.2,0.3,0.2,0.3,23.3,,,,,,,,,,,,,,,,-0.1,-3.2,-3.9,-1.8
SJ1,HNX,Thực phẩm và đồ uống,565.0,7.6,2.4,1.8,3.5,2.2,0.1,0.2,,,12.5,,,16.9,1.0,20.2,5.9,,,30.18,10.17,144.0,-8.77,6.86,1.43,1.8,0.0,0.0,0.0,82.0,80.0,27.0,71.0,,,,,0.04,65.0,,,0.0,0.0,0.0,770.0,,,,,,,,,,,,,,,,,,,,,Không,25.0,-191.0,-58.2,33.5,59.6,16.9,-10.4,-0.9,,,,,,,,,,,,75.4,2.0,,,,,,,2.1,,,,,,,770.0,,,,
SJC,UPCOM,Xây dựng và Vật liệu,28.0,-5.5,,1.1,,2.6,0.0,0.0,,,,,,-5.4,0.3,-670.0,0.0,,,-85.05,-20.94,,,19.75,,5.6,0.0,0.0,0.0,,,,,,,,,0.28,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,Không,75.0,-1801.2,-31.2,-5.3,,,,,,,,,,,,,,,,0.1,1.0,,,,,,,-0.3,,,,,,,-764.0,,,,
SJD,HSX,"Điện, nước & xăng dầu khí đốt",983.0,16.3,3.1,2.7,3.0,5.0,0.0,0.3,,66.8,16.2,5.1,0.6,5.9,0.9,3.7,12.9,,Giá nằm trên SMA(20),-1.92,-0.12,9.68,-1.51,70.54,56.7,0.2,1.51,1.62,1.75,77.0,62.0,68.0,51.0,0.98,Mua > Bán,14.25,57.2,7.42,64.0,,Mua mạnh,137.0,,1.0,2415.0,MACD Histogram > 0 và tăng dần,0.7,0.6,0.6,0.4,,Giá nằm trên SMA(50),,,Tín hiệu mua,,,Trung tính,1.42,-0.7,,-0.35,-0.7,6.64,36.78,Có,50.0,4.3,2.8,166.6,3.7,11.8,20.0,42.1,-3.1,-2.6,24.1,1068.8,Giá nằm trên SMA(100),,-0.35,93.3,108.5,111.9,190.6,60.6,1.0,88.2,185.5,0.3,106.0,186.0,2.3,11.1,,,,20.04,44.6,1045.0,2415.0,6.5,0.8,1.0,3.5
SJE,HNX,Xây dựng và Vật liệu,752.0,16.2,2.8,3.1,3.1,2.4,0.0,0.8,,31.6,33.3,26.1,0.9,5.8,0.9,6.8,0.0,,Giá nằm trên SMA(20),238.96,28.33,101.74,6.65,13.35,6.69,1.4,0.71,0.61,0.75,96.0,51.0,65.0,26.0,0.63,,18.8,52.3,0.43,60.0,,Mua,0.0,4.0,,3235.0,MACD Histogram > 0 và tăng dần,1.0,1.1,0.9,0.4,,Giá nằm dưới SMA(50),,,,,,Trung tính,4.44,-2.08,,1.62,-2.08,-2.72,39.01,Không,35.0,-174.3,-43.7,129.4,-23.9,26.8,-33.7,-6.3,-30.4,-37.0,30.3,1382.4,Giá nằm dưới SMA(100),Tăng nóng vào phiên hôm trước,1.62,33.6,30.8,39.1,80.3,66.3,2.0,,,,,,,4.5,,,,,,,3235.0,-2.8,4.0,-6.9,-4.4
SJF,UPCOM,Tài nguyên Cơ bản,135.0,-2.8,2.3,1.2,3.0,3.2,0.0,0.0,,,,,,-10.6,0.3,38.5,0.0,,,4.4,-29.64,,,,,0.4,0.0,0.0,0.0,12.0,6.0,44.0,93.0,,,,,0.33,39.0,,,0.0,0.0,0.0,-160.0,,,,,,,,,,,,,,,,,,,,,Không,85.0,-125.6,-20.6,-12.7,-65.4,-9.9,,,,,,,,,,,,,,9.0,0.0,,,,,,,-1.6,,,,,,,-160.0,,,,
SJG,UPCOM,Xây dựng và Vật liệu,9087.0,12.2,2.9,2.3,2.9,3.4,0.1,0.9,,47.4,19.6,3.7,0.5,11.1,1.3,10.5,5.7,,Giá nằm trên SMA(20),-0.93,-4.47,42.19,31.26,17.23,16.13,0.7,0.15,0.1,0.07,89.0,88.0,72.0,73.0,0.08,,20.0,62.3,0.0,80.0,,Mua mạnh,0.0,4.0,,1818.0,MACD Histogram > 0 và tăng dần,0.5,0.8,1.0,1.2,,Giá nằm trên SMA(50),,,,,,Trung tính,11.11,6.62,,1.46,6.62,30.78,364.53,Không,0.2,-53.7,-21.8,817.5,20.1,26.0,117.1,1359.4,-31.7,-34.8,46.6,565.4,Giá nằm trên SMA(100),,1.46,7.3,4.6,3.8,3.1,99.8,16.0,,,,,,,3.6,,,,,,,1818.0,9.9,9.6,8.0,11.0
SJM,UPCOM,Xây dựng và Vật liệu,21.0,-4.7,,2.0,,3.8,-0.1,0.5,,50.0,22.8,96.4,0.4,-9.3,0.5,,0.0,,Giá nằm dưới SMA(20),,,-8.1,6.38,2.49,-82.25,0.5,0.0,0.0,0.0,,,,,0.0,,4.2,14.7,0.0,,,Bán mạnh,0.0,,3.0,,MACD Histogram < 0 và giảm dần,0.6,0.4,0.8,0.1,,Giá nằm dưới SMA(50),,Tín hiệu phá đáy,,,,Trung tính,-14.29,-27.59,,-11.11,-27.59,-35.38,100.0,Không,40.0,,,,,,,,-52.8,-91.9,-6.7,740.0,Giá nằm dưới SMA(100),,-11.11,0.4,0.5,0.3,3.6,17.6,0.0,,,,,,,-0.8,,,,,,,-183.0,-34.2,-20.4,-22.9,-29.4
SJS,HSX,Bất động sản,19098.0,9.8,2.4,3.4,3.0,3.2,0.3,0.8,,22.9,91.4,1.6,1.6,63.9,5.9,,0.0,,Giá nằm dưới SMA(20),55.28,-1.48,44.88,-0.39,26.06,10.78,0.3,4.64,4.94,6.75,7.0,14.0,86.0,95.0,6.14,Mua < Bán,64.2,41.0,0.59,50.0,,Bán,-16.0,,3.0,1005.0,MACD Histogram < 0 và giảm dần,1.9,1.5,1.1,0.9,,Giá nằm dưới SMA(50),,,,,,Trung tính,-9.32,-11.08,,-2.13,-11.08,153.86,570.48,Có,65.0,,-10.0,299.1,-79.1,68.9,-93.9,98.8,-24.3,-21.0,174.8,4080.1,Giá nằm trên SMA(100),,-2.13,51.6,63.9,90.1,106.5,39.0,20.0,-86.7,-97.2,1.9,3.0,27.0,29.3,3.8,,,,33.01,172.83,3243.0,1005.0,36.2,-4.7,-7.0,9.8
SKG,HSX,Du lịch và Giải trí,672.0,5.1,2.6,1.6,3.3,4.2,-0.2,0.9,,60.7,52.6,26.0,0.5,14.5,0.7,7.3,4.6,,Giá nằm dưới SMA(20),-6.91,-3.36,-51.26,-20.38,22.1,7.45,0.0,0.97,1.04,1.17,72.0,63.0,47.0,23.0,0.49,Mua < Bán,10.1,29.5,40.7,51.0,,Bán mạnh,-81.0,0.0,0.0,696.0,MACD Histogram < 0 và tăng dần,0.6,0.5,0.5,0.2,,Giá nằm dưới SMA(50),,,,,,Trung tính,-3.81,-8.6,,0.0,-8.6,-7.57,29.37,Có,60.0,1.0,0.7,46.3,21.0,9.7,,23.5,-18.3,-71.4,18.1,94.0,Giá nằm dưới SMA(100),,0.0,85.6,95.4,104.0,199.3,5.9,1.0,-28.5,-78.3,0.6,7.0,99.0,1.6,5.0,,,,22.74,71.03,908.0,696.0,-6.1,-4.5,-7.6,-6.8
SKH,UPCOM,Thực phẩm và đồ uống,799.0,13.9,2.6,1.8,3.6,4.2,0.0,0.0,,100.0,53.4,5.0,0.1,13.5,2.0,8.6,4.5,Giá cắt lên SMA(5),Giá nằm dưới SMA(20),-38.04,-9.55,-45.11,-12.76,23.36,5.45,0.3,0.11,0.07,0.05,55.0,70.0,32.0,46.0,0.01,,24.6,48.2,0.05,51.0,,Bán,0.0,1.0,,1797.0,MACD Histogram < 0 và tăng dần,0.1,0.2,0.2,0.2,Giá cắt lên SMA(10),Giá nằm dưới SMA(50),,,,,,Trung tính,0.57,0.68,,2.34,0.68,9.53,75.51,Không,40.0,-11.5,-13.3,59.3,-11.6,14.7,8.1,11.4,-17.4,-14.9,9.9,123.4,Giá nằm dưới SMA(100),,2.34,4.2,3.0,2.2,2.8,65.8,1.0,,,,,,,7.7,,,,,,,1797.0,-3.6,-0.3,-1.2,-3.4
SKN,UPCOM,Thực phẩm và đồ uống,,,,1.3,,3.4,0.1,0.1,,,23.1,,,,,,,,,,,42.64,,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,Không,25.0,,,,,,,,,,,,,,,,,,,71.2,,,,,,,,,,,,,,,,,,,
SKV,UPCOM,Thực phẩm và đồ uống,646.0,17.4,2.9,1.9,3.8,4.0,-0.1,0.2,,50.0,34.3,40.9,0.2,10.2,1.7,7.2,6.1,,Giá nằm dưới SMA(20),-26.71,-6.26,-39.67,-5.62,20.03,5.08,0.6,0.09,0.1,0.1,69.0,87.0,73.0,16.0,0.02,,28.0,42.1,0.03,61.0,,Bán mạnh,3.0,0.0,0.0,2749.0,MACD Histogram < 0 và giảm dần,0.3,0.2,0.2,0.3,,Giá nằm dưới SMA(50),,,,,,Trung tính,-2.89,-3.11,,0.0,-3.11,-4.38,94.9,Không,45.0,-12.5,-9.7,63.2,-13.5,0.9,-1.8,6.3,-12.4,-37.4,7.6,162.4,Giá nằm dưới SMA(100),,0.0,3.0,3.6,3.7,2.6,51.4,1.0,,,,,,,7.7,,,,,,,2749.0,-4.4,-1.2,-2.3,-4.4
SLD,UPCOM,Bất động sản,869.0,4.4,2.3,1.5,,4.0,-0.3,-0.1,,100.0,68.3,259.3,1.2,,,,0.0,Giá cắt xuống SMA(5),Giá cắt xuống SMA(20),,,,,,19.48,0.1,0.01,0.01,0.01,11.0,69.0,,,0.01,,10.5,41.7,0.0,40.0,,Bán,0.0,,2.0,,MACD Histogram > 0 và giảm dần,1.0,2.1,1.2,,Giá cắt xuống SMA(10),,,,,Tín hiệu bán,,Trung tính,-2.78,0.0,,-9.02,0.0,,,Có,14.3,,10.0,21.4,,,,,-30.0,-23.9,11.7,5.2,,,-9.02,1.2,0.6,1.1,,85.7,,,-95.9,,0.0,0.0,,2.4,,,,,,740.0,272.0,,-4.2,,
SLS,HNX,Thực phẩm và đồ uống,1669.0,22.8,3.3,4.5,3.2,4.8,-0.1,0.6,,63.6,27.7,3.4,0.4,4.5,1.0,5.6,8.8,,Giá nằm dưới SMA(20),-20.15,7.18,0.52,53.18,27.77,25.98,0.2,1.18,1.27,2.42,67.0,45.0,41.0,42.0,0.56,Mua > Bán,170.4,43.0,1.65,49.0,Bán,Bán,41.0,2.0,,38216.0,MACD Histogram < 0 và tăng dần,0.5,0.5,0.3,0.4,Giá cắt lên SMA(10),Giá nằm dưới SMA(50),,,,,,Trung tính,-0.64,-3.59,,0.24,-3.59,5.07,323.88,Không,50.0,-16.3,-13.0,374.2,-32.7,19.7,-58.9,-12.7,-13.6,-12.8,8.1,3613.9,Giá nằm dưới SMA(100),,0.24,6.4,7.1,12.5,8.7,15.0,2.0,,,,,,,19.8,,,,,,,38216.0,-5.8,-1.3,-2.5,-4.0
SMA,HSX,"Điện, nước & xăng dầu khí đốt",199.0,4.8,3.3,2.5,3.4,4.0,-0.1,0.0,,100.0,42.9,52.4,0.4,17.1,0.8,5.9,0.0,,Giá cắt lên SMA(20),-13.41,-12.18,8.8,-2.13,73.86,23.36,0.7,0.01,0.02,0.02,,,,,0.0,,9.8,52.3,0.06,,,Mua,1.0,3.0,,573.0,MACD Histogram < 0 và tăng dần,0.5,0.2,0.2,0.1,Giá cắt lên SMA(10),Giá cắt lên SMA(50),,,,Tín hiệu mua,,Trung tính,-1.51,-6.22,,3.27,-6.22,-0.68,25.31,Có,40.0,-73.4,-34.8,11.7,1.8,49.6,-55.7,,-38.8,-47.1,17.9,442.9,Giá nằm dưới SMA(100),,3.27,1.1,2.2,2.3,4.7,54.6,0.0,76.6,90.7,-0.9,7.0,29.0,2.8,2.7,,,,-20.12,75.48,243.0,573.0,-8.8,2.8,0.8,-0.6
SMB,HSX,Thực phẩm và đồ uống,1254.0,29.6,3.6,2.6,3.4,4.6,0.0,0.4,,79.9,13.6,87.3,1.6,6.7,1.9,5.2,12.6,,Giá nằm trên SMA(20),9.58,-1.22,15.7,-2.92,35.35,17.29,0.2,1.54,0.89,0.73,88.0,84.0,64.0,65.0,1.47,Mua > Bán,42.0,72.5,13.61,75.0,,Mua mạnh,19.0,4.0,,6276.0,MACD Histogram > 0 và tăng dần,1.6,2.7,2.9,2.2,,Giá nằm trên SMA(50),,,,,,Trung tính,5.0,4.35,,0.12,4.35,20.21,85.77,Có,35.0,9.4,10.9,187.3,-2.1,-1.0,23.6,-14.1,-0.7,0.1,24.8,2176.0,Giá nằm trên SMA(100),,0.12,28.4,17.1,16.0,20.8,58.5,1.0,2.8,23.3,1.2,64.0,370.0,0.9,17.4,,,,5.49,18.78,659.0,6276.0,6.8,4.5,5.3,5.8
SMC,HSX,Tài nguyên Cơ bản,777.0,-24.4,2.0,1.2,3.5,1.6,0.0,0.9,,42.5,67.0,20.3,0.5,-3.8,1.0,42.9,0.0,,Giá nằm dưới SMA(20),-34.83,-11.91,,-23.41,,,3.2,5.09,5.68,7.4,24.0,0.0,6.0,77.0,2.42,Mua < Bán,10.55,27.7,20.74,27.0,,Bán mạnh,-176.0,,1.0,-2766.0,MACD Histogram < 0 và tăng dần,0.6,0.6,0.5,0.4,,Giá nằm dưới SMA(50),,,,,,Trung tính,-11.34,-32.37,,-0.47,-32.37,53.57,7.81,Không,45.0,-276.7,-47.0,-203.6,-13.0,-17.2,,-99.0,-37.6,-76.6,85.1,361.6,Giá nằm dưới SMA(100),,-0.47,422.6,471.0,514.6,616.3,25.7,3.0,,,,,,,-4.2,,,,,,,-2766.0,5.4,-15.7,-19.6,-15.5
SMN,HNX,Truyền thông,49.0,7.8,,1.5,,4.0,-0.1,0.2,,100.0,63.2,5.4,0.8,7.9,0.6,12.5,8.5,,Giá nằm dưới SMA(20),3.63,-1.01,-3.03,-0.92,15.13,2.14,0.0,0.05,0.05,0.05,,,,,0.04,,11.2,34.5,0.1,,,Bán,0.0,0.0,0.0,1427.0,MACD Histogram < 0 và tăng dần,1.1,1.0,0.9,1.4,,Giá nằm dưới SMA(50),,,,,,Trung tính,-1.75,-5.08,,0.0,-5.08,-9.03,78.12,Có,50.0,14.9,3.5,6.3,-38.5,-26.5,-52.5,-30.2,-20.4,-20.4,1.8,221.9,Giá nằm dưới SMA(100),,0.0,3.7,4.0,4.6,2.8,53.1,0.0,-27.8,-17.0,-0.2,3.0,120.0,0.1,3.2,,,,-38.38,-21.11,79.0,1427.0,-8.7,-3.0,-4.6,-7.5
SMT,HNX,Công nghệ Thông tin,87.0,43.9,,1.7,,4.2,0.6,0.4,,,,9.6,4.3,2.3,0.8,-2.6,11.1,,Giá nằm trên SMA(20),-44.59,-15.66,,,26.88,913.51,0.1,0.23,0.16,0.08,,,,,0.61,,13.2,65.5,0.07,,,Mua mạnh,0.0,3.0,,5789.0,MACD Histogram > 0 và tăng dần,5.3,5.0,9.4,7.9,,Giá nằm trên SMA(50),,,,,,Trung tính,24.53,25.71,,10.0,25.71,197.28,156.12,Có,65.0,74.3,42.2,38.0,-7.1,-77.0,,,-10.2,-62.2,226.4,1386.2,Giá nằm trên SMA(100),,10.0,8.7,9.1,4.9,5.8,0.1,0.0,-25.7,,0.0,45.0,5.0,1.4,27.3,,,,,1181.8,107.0,5789.0,67.5,16.1,13.5,36.0
SNC,UPCOM,Thực phẩm và đồ uống,,,,1.9,,3.2,0.2,0.1,,,,,,,,,,,,,,-9.71,1.86,,,,0.0,0.0,0.0,,,,,,,,,0.06,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,Không,15.0,,,,,,,,,,,,,,,,,,,75.3,,,,,,,,,,,,,,,,,,,
SNZ,UPCOM,Xây dựng và Vật liệu,12681.0,17.0,3.1,2.8,4.2,4.4,-0.1,0.9,,66.7,15.7,16.6,0.4,10.5,1.7,6.0,4.0,,Giá nằm dưới SMA(20),7.79,3.42,16.24,8.1,53.2,23.34,0.3,0.02,0.09,0.15,85.0,45.0,78.0,37.0,0.02,,33.5,45.2,0.0,61.0,,Trung tính,0.0,,1.0,3199.0,MACD Histogram < 0 và tăng dần,1.6,0.2,0.1,0.1,,Giá nằm dưới SMA(50),,,,,,Trung tính,-0.3,-3.54,,-0.59,-3.54,1.57,52.9,Không,0.5,-15.4,-8.9,1204.4,34.6,23.8,51.5,31.5,-16.5,-48.3,51.0,322.1,Giá nằm trên SMA(100),,-0.59,0.4,2.6,4.4,5.1,99.5,19.0,,,,,,,5.6,,,,,,,3199.0,2.5,-1.7,-4.0,0.9
